32,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,2,0,0,0,0,2,1,2,1,1,2,1,2,0,0,0,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;2
0,0,0,2,0,0,2,0,32,1,0,1,1,0,1,2,0,0,0,2,0,0,0,0,2,1,2,1,1,2,1,2,0,0,0,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;2
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,32,0,0,2,0,0,0,0,2,1,2,1,1,2,1,2,0,0,0,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;4
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,32,0,2,0,0,0,0,2,1,2,1,1,2,1,2,0,0,0,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;4
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,32,2,0,0,0,0,2,1,2,1,1,2,1,2,0,0,0,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;0
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,32,2,0,0,0,0,2,1,2,1,1,2,1,2,0,0,0,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;5
0,0,16,2,0,0,2,0,0,1,16,1,1,0,1,2,16,16,36,18,0,0,0,0,2,1,18,1,1,2,1,2,0,0,0,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;3
0,0,16,2,0,0,2,0,0,1,16,1,1,0,1,2,16,48,4,18,0,0,0,0,2,1,18,1,1,2,1,2,0,0,0,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;3
0,0,16,2,0,0,2,0,0,1,16,1,1,0,1,2,48,16,4,18,0,0,0,0,2,1,18,1,1,2,1,2,0,0,0,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;3
0,0,16,2,0,0,2,0,0,1,16,1,1,0,1,2,48,16,4,18,0,0,0,0,2,1,18,1,1,2,1,2,0,0,0,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;1
0,0,16,2,0,0,2,0,32,1,16,1,1,0,1,2,16,16,4,18,0,0,0,0,2,1,18,1,1,2,1,2,0,0,0,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;0
0,0,8,2,0,0,2,0,32,1,8,1,1,0,1,2,8,8,8,8,0,0,0,0,2,1,8,1,1,2,1,2,0,0,0,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;0
0,0,0,2,0,0,2,0,32,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,2,1,2,0,0,0,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;0
0,0,0,2,0,0,2,0,32,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,2,1,2,0,0,0,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;2
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,32,0,0,0,0,0,0,0,2,1,0,1,1,2,1,2,0,0,0,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;4
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,32,0,0,0,0,0,0,2,1,0,1,1,2,1,2,0,0,0,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;4
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,32,0,0,0,0,0,2,1,0,1,1,2,1,2,0,0,0,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;2
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,32,1,1,2,1,2,0,0,0,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;2
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,2,1,2,0,0,32,0,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;4
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,2,1,2,0,0,0,32,0,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;4
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,2,1,2,0,0,0,0,32,0,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;4
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,2,1,2,0,0,0,0,0,32,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;0
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,2,1,2,0,0,0,0,0,32,2,0,2,1,2,1,1,2,1,2,0,2,0,0,0,0,2,128;5
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,18,1,2,0,0,0,16,16,36,18,0,2,1,2,1,1,18,1,2,0,2,0,0,0,0,2,128;0
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,18,1,2,0,0,0,16,16,36,18,0,2,1,2,1,1,18,1,2,0,2,0,0,0,0,2,128;3
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,18,1,2,0,0,0,16,48,4,18,0,2,1,2,1,1,18,1,2,0,2,0,0,0,0,2,128;3
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,18,1,2,0,0,0,48,16,4,18,0,2,1,2,1,1,18,1,2,0,2,0,0,0,0,2,128;3
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,18,1,2,0,0,32,16,16,4,18,0,2,1,2,1,1,18,1,2,0,2,0,0,0,0,2,128;0
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,8,1,2,0,0,32,8,8,8,8,0,2,1,2,1,1,8,1,2,0,2,0,0,0,0,2,128;0
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,2,0,0,32,0,0,0,0,0,2,1,2,1,1,0,1,2,0,2,0,0,0,0,2,128;0
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,2,0,0,32,0,0,0,0,0,2,1,2,1,1,0,1,2,0,2,0,0,0,0,2,128;4
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,2,0,0,0,32,0,0,0,0,2,1,2,1,1,0,1,2,0,2,0,0,0,0,2,128;4
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,2,0,0,0,0,32,0,0,0,2,1,2,1,1,0,1,2,0,2,0,0,0,0,2,128;4
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,2,0,0,0,0,0,32,0,0,2,1,2,1,1,0,1,2,0,2,0,0,0,0,2,128;4
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,2,0,0,0,0,0,0,32,0,2,1,2,1,1,0,1,2,0,2,0,0,0,0,2,128;4
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,2,0,0,0,0,0,0,0,32,2,1,2,1,1,0,1,2,0,2,0,0,0,0,2,128;0
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,2,0,0,0,0,0,0,0,32,2,1,2,1,1,0,1,2,0,2,0,0,0,0,2,128;5
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,18,0,0,0,0,0,16,16,36,2,1,2,1,1,0,1,18,0,2,0,0,0,0,2,128;0
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,18,0,0,0,0,0,16,16,36,2,1,2,1,1,0,1,18,0,2,0,0,0,0,2,128;3
0,0,0,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,18,0,0,0,0,0,16,48,4,2,1,2,1,1,0,1,18,0,2,0,0,0,0,2,128;3
