SEQ_1
1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,2,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,2,2,0,0,0,1,1,2,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,2,0,1,1,2,1,2,1,1,2,1,2,1,1,0,2,0,0,0,0,2,16,1,1,1,1,1,1,1,1,1,1,1;0
1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,2,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,2,2,0,0,0,1,1,2,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,2,0,1,1,2,1,2,1,1,2,1,2,1,1,0,2,0,0,0,0,2,16,1,1,1,1,1,1,1,1,1,1,1;2
1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,0,0,0,1,1,4,1,0,1,1,0,1,0,1,1,0,0,0,2,2,0,0,0,1,1,2,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,2,0,1,1,2,1,2,1,1,2,1,2,1,1,0,2,0,0,0,0,2,16,1,1,1,1,1,1,1,1,1,1,1;2
1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,4,0,0,2,2,0,0,0,1,1,2,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,2,0,1,1,2,1,2,1,1,2,1,2,1,1,0,2,0,0,0,0,2,16,1,1,1,1,1,1,1,1,1,1,1;2
1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,4,0,0,2,2,0,0,0,1,1,2,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,2,0,1,1,2,1,2,1,1,2,1,2,1,1,0,2,0,0,0,0,2,16,1,1,1,1,1,1,1,1,1,1,1;0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,4,0,0,2,2,0,0,0,1,1,2,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,2,0,1,1,2,1,2,1,1,2,1,2,1,1,0,2,0,0,0,0,2,16,1,1,1,1,1,1,1,1,1,1,1;5
1,1,1,1,1,1,1,1,1,1,1,128,0,0,2,2,0,0,0,1,1,128,1,0,1,1,0,1,0,1,1,164,128,128,2,2,0,0,0,1,1,130,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,2,0,1,1,2,1,2,1,1,2,1,2,1,1,0,2,0,0,0,0,2,16,1,1,1,1,1,1,1,1,1,1,1;0
1,1,1,1,1,1,1,1,1,1,1,128,0,0,2,2,0,0,0,1,1,128,1,0,1,1,0,1,0,1,1,164,128,128,2,2,0,0,0,1,1,130,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,2,0,1,1,2,1,2,1,1,2,1,2,1,1,0,2,0,0,0,0,2,16,1,1,1,1,1,1,1,1,1,1,1;4
1,1,1,1,1,1,1,1,1,1,1,128,0,0,2,2,0,0,0,1,1,128,1,0,1,1,0,1,0,1,1,160,132,128,2,2,0,0,0,1,1,130,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,2,0,1,1,2,1,2,1,1,2,1,2,1,1,0,2,0,0,0,0,2,16,1,1,1,1,1,1,1,1,1,1,1;4
1,1,1,1,1,1,1,1,1,1,1,128,0,0,2,2,0,0,0,1,1,128,1,0,1,1,0,1,0,1,1,160,128,132,2,2,0,0,0,1,1,130,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,2,0,1,1,2,1,2,1,1,2,1,2,1,1,0,2,0,0,0,0,2,16,1,1,1,1,1,1,1,1,1,1,1;0
1,1,1,1,1,1,1,1,1,1,1,128,0,0,2,2,0,0,0,1,1,128,1,0,1,1,0,1,0,1,1,160,128,132,2,2,0,0,0,1,1,130,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,2,0,1,1,2,1,2,1,1,2,1,2,1,1,0,2,0,0,0,0,2,16,1,1,1,1,1,1,1,1,1,1,1;1
1,1,1,1,1,1,1,1,1,1,1,64,0,0,2,2,0,0,0,1,1,64,1,4,1,1,0,1,0,1,1,64,64,64,2,2,0,0,0,1,1,64,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,2,0,1,1,2,1,2,1,1,2,1,2,1,1,0,2,0,0,0,0,2,16,1,1,1,1,1,1,1,1,1,1,1;0
1,1,1,1,1,1,1,1,1,1,1,64,0,0,2,2,0,0,0,1,1,64,1,4,1,1,0,1,0,1,1,64,64,64,2,2,0,0,0,1,1,64,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,2,0,1,1,2,1,2,1,1,2,1,2,1,1,0,2,0,0,0,0,2,16,1,1,1,1,1,1,1,1,1,1,1;0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,0,0,0,1,1,0,1,4,1,1,0,1,0,1,1,0,0,0,2,2,0,0,0,1,1,0,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,2,0,1,1,2,1,2,1,1,2,1,2,1,1,0,2,0,0,0,0,2,16,1,1,1,1,1,1,1,1,1,1,1;0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,0,0,0,1,1,0,1,4,1,1,0,1,0,1,1,0,0,0,2,2,0,0,0,1,1,0,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,2,0,1,1,2,1,2,1,1,2,1,2,1,1,0,2,0,0,0,0,2,16,1,1,1,1,1,1,1,1,1,1,1;2
